month,day,hour,PM10,PM2.5,NO2,O3,Wind Speed,Wind Direction,Temperature,Relative Humidity,Air Pressure,datetime
3,22,12,59.0,48.916666666666664,25.5,56.5,0.5714285714285714,227.57142857142858,33.17142857142857,56.0,1010.1428571428571,2024-03-22 12:00:00
3,22,13,59.0,49.019999999999996,24.0,63.5,0.7285714285714285,208.14285714285714,33.68571428571429,54.142857142857146,1009.2857142857143,2024-03-22 13:00:00
3,22,14,59.0,43.714285714285715,23.5,59.5,0.8571428571428571,204.71428571428572,33.957142857142856,54.142857142857146,1008.1428571428571,2024-03-22 14:00:00
3,22,15,59.0,53.957142857142856,23.5,54.5,0.8857142857142858,229.85714285714286,34.15714285714286,53.857142857142854,1006.8571428571429,2024-03-22 15:00:00
3,22,16,59.0,50.55714285714286,24.0,51.0,0.9,169.28571428571428,34.18571428571429,54.42857142857143,1006.0,2024-03-22 16:00:00
3,22,17,59.0,48.48571428571428,22.5,47.5,0.9285714285714286,169.85714285714286,33.82857142857143,54.714285714285715,1005.7142857142857,2024-03-22 17:00:00
3,22,18,59.0,43.57142857142857,28.0,29.0,1.0142857142857145,160.28571428571428,32.48571428571429,59.42857142857143,1005.8571428571429,2024-03-22 18:00:00
3,22,19,59.0,37.971428571428575,27.5,18.5,0.9714285714285714,150.57142857142858,30.914285714285715,68.0,1006.8571428571429,2024-03-22 19:00:00
3,22,20,59.0,34.614285714285714,29.5,15.5,0.8714285714285713,142.0,30.185714285714287,72.28571428571429,1007.7142857142857,2024-03-22 20:00:00
3,22,21,59.0,35.4,22.0,26.0,1.2666666666666666,175.5,29.833333333333332,76.0,1008.8333333333334,2024-03-22 21:00:00
3,22,22,59.0,28.52857142857143,18.0,28.0,1.3833333333333335,170.0,29.116666666666664,78.83333333333333,1009.5,2024-03-22 22:00:00
3,22,23,59.0,22.571428571428573,19.0,28.0,1.1833333333333333,174.0,28.816666666666666,79.83333333333333,1010.0,2024-03-22 23:00:00
3,23,0,59.0,21.17142857142857,17.0,32.0,1.25,169.16666666666666,28.366666666666664,79.66666666666667,1009.8333333333334,2024-03-23 00:00:00
3,23,1,59.0,17.742857142857144,20.0,28.0,0.9833333333333334,166.33333333333334,28.099999999999998,79.83333333333333,1009.3333333333334,2024-03-23 01:00:00
3,23,2,59.0,14.671428571428573,24.0,23.0,0.75,168.5,28.25,78.5,1009.0,2024-03-23 02:00:00
3,23,3,59.0,16.742857142857144,25.0,22.0,0.7000000000000001,168.16666666666666,28.21666666666667,78.66666666666667,1008.1666666666666,2024-03-23 03:00:00
3,23,4,59.0,19.8,21.0,24.0,0.6166666666666667,208.33333333333334,28.25,79.66666666666667,1008.0,2024-03-23 04:00:00
3,23,5,59.0,22.057142857142857,19.0,23.0,0.5333333333333333,262.1666666666667,28.083333333333332,81.83333333333333,1008.0,2024-03-23 05:00:00
3,23,6,59.0,24.657142857142855,22.0,19.0,0.5166666666666667,206.33333333333334,27.95,83.0,1008.1666666666666,2024-03-23 06:00:00
3,23,7,59.0,35.142857142857146,26.5,10.0,0.42857142857142855,177.85714285714286,27.97142857142857,83.28571428571429,1008.8571428571429,2024-03-23 07:00:00
3,23,8,59.0,25.157142857142855,24.0,16.0,0.43333333333333335,291.1666666666667,28.8,80.16666666666667,1010.0,2024-03-23 08:00:00
3,23,9,59.0,26.057142857142857,20.0,27.0,0.85,172.33333333333334,30.383333333333336,72.33333333333333,1010.6666666666666,2024-03-23 09:00:00
3,23,10,59.0,26.7,20.0,35.0,0.9666666666666667,171.33333333333334,31.983333333333334,64.66666666666667,1011.1666666666666,2024-03-23 10:00:00
3,23,11,59.0,30.47142857142857,20.0,30.5,1.1285714285714286,216.28571428571428,32.98571428571429,60.714285714285715,1011.0,2024-03-23 11:00:00
3,23,12,59.0,27.857142857142858,20.5,31.0,1.2285714285714284,217.57142857142858,33.628571428571426,59.0,1010.8571428571429,2024-03-23 12:00:00
3,23,13,59.0,28.516666666666666,13.5,32.0,1.2285714285714284,212.57142857142858,33.98571428571429,56.142857142857146,1009.8571428571429,2024-03-23 13:00:00
3,23,14,59.0,29.400000000000002,15.5,31.5,1.2714285714285716,196.71428571428572,34.2,55.857142857142854,1008.7142857142857,2024-03-23 14:00:00
3,23,15,59.0,28.849999999999998,12.5,34.5,1.3714285714285714,170.71428571428572,34.1,56.285714285714285,1007.8571428571429,2024-03-23 15:00:00
3,23,16,59.0,26.12857142857143,13.0,33.0,1.3714285714285714,207.42857142857142,33.714285714285715,57.57142857142857,1007.1428571428571,2024-03-23 16:00:00
3,23,17,59.0,27.03333333333333,12.5,31.5,1.3571428571428572,166.14285714285714,33.17142857142857,60.142857142857146,1007.1428571428571,2024-03-23 17:00:00
3,23,18,59.0,23.957142857142856,13.5,21.0,1.3142857142857143,167.14285714285714,32.0,66.0,1007.4285714285714,2024-03-23 18:00:00
3,23,19,59.0,24.275,16.5,15.5,1.3,155.85714285714286,30.814285714285713,73.0,1007.7142857142857,2024-03-23 19:00:00
3,23,20,59.0,24.3,17.0,13.5,1.3142857142857143,158.85714285714286,30.114285714285717,77.71428571428571,1008.7142857142857,2024-03-23 20:00:00
3,23,21,59.0,22.6375,18.0,13.0,1.2142857142857142,155.14285714285714,29.685714285714287,79.28571428571429,1009.2857142857143,2024-03-23 21:00:00
3,23,22,59.0,19.625,18.0,14.0,1.157142857142857,156.28571428571428,29.5,80.14285714285714,1009.7142857142857,2024-03-23 22:00:00
3,23,23,59.0,25.625,14.0,15.0,1.0142857142857145,152.85714285714286,29.3,80.28571428571429,1010.2857142857143,2024-03-23 23:00:00
3,24,0,59.0,19.9875,13.0,15.5,0.9571428571428572,149.57142857142858,29.142857142857142,80.57142857142857,1010.2857142857143,2024-03-24 00:00:00
3,24,1,59.0,19.475,14.0,13.5,0.8428571428571429,147.57142857142858,29.014285714285712,81.42857142857143,1009.8571428571429,2024-03-24 01:00:00
3,24,2,59.0,20.0625,16.0,12.5,0.7714285714285715,146.71428571428572,28.857142857142858,83.0,1009.4285714285714,2024-03-24 02:00:00
3,24,3,59.0,22.7,19.0,9.5,0.6142857142857142,145.14285714285714,28.714285714285715,84.28571428571429,1008.8571428571429,2024-03-24 03:00:00
3,24,4,59.0,22.7125,16.0,13.0,0.6428571428571429,193.57142857142858,28.67142857142857,84.85714285714286,1008.8571428571429,2024-03-24 04:00:00
3,24,5,59.0,24.4,15.0,12.5,0.6142857142857142,153.42857142857142,28.585714285714285,85.28571428571429,1009.1428571428571,2024-03-24 05:00:00
3,24,6,59.0,22.5875,18.0,9.5,0.4857142857142857,139.42857142857142,28.542857142857144,85.85714285714286,1009.5714285714286,2024-03-24 06:00:00
3,24,7,59.0,25.1375,18.0,9.5,0.4857142857142857,149.57142857142858,28.514285714285712,85.85714285714286,1010.5714285714286,2024-03-24 07:00:00
3,24,8,59.0,31.075,18.5,9.5,0.6571428571428571,140.42857142857142,28.957142857142856,83.71428571428571,1011.5714285714286,2024-03-24 08:00:00
3,24,9,59.0,26.2,14.0,16.0,0.7571428571428571,200.0,30.37142857142857,77.28571428571429,1012.5714285714286,2024-03-24 09:00:00
3,24,10,59.0,26.474999999999998,14.0,22.0,0.8142857142857143,203.85714285714286,31.857142857142858,69.42857142857143,1013.0,2024-03-24 10:00:00
3,24,11,59.0,30.25,15.0,27.5,0.8428571428571429,168.85714285714286,32.94285714285714,63.857142857142854,1012.8571428571429,2024-03-24 11:00:00
3,24,12,59.0,31.2625,14.0,31.5,0.9142857142857144,192.42857142857142,33.51428571428571,61.714285714285715,1012.5714285714286,2024-03-24 12:00:00
3,24,13,59.0,28.52857142857143,13.0,33.5,0.9571428571428572,215.14285714285714,34.028571428571425,60.57142857142857,1011.5714285714286,2024-03-24 13:00:00
3,24,14,59.0,29.5875,15.0,33.0,1.0714285714285714,207.71428571428572,34.2,59.57142857142857,1010.4285714285714,2024-03-24 14:00:00
3,24,15,59.0,28.7,13.5,34.5,1.042857142857143,218.28571428571428,34.44285714285714,58.857142857142854,1009.4285714285714,2024-03-24 15:00:00
3,24,16,59.0,29.52857142857143,14.0,36.0,0.9571428571428572,216.85714285714286,34.6,57.714285714285715,1008.7142857142857,2024-03-24 16:00:00
3,24,17,59.0,30.53333333333333,14.5,32.0,0.9714285714285714,162.28571428571428,34.08571428571428,58.714285714285715,1008.5714285714286,2024-03-24 17:00:00
3,24,18,59.0,27.685714285714283,14.0,27.5,1.0285714285714287,161.85714285714286,33.028571428571425,62.285714285714285,1008.5714285714286,2024-03-24 18:00:00
3,24,19,59.0,23.266666666666666,16.0,18.5,0.9571428571428572,153.42857142857142,31.442857142857143,68.71428571428571,1008.8571428571429,2024-03-24 19:00:00
3,24,20,59.0,26.32857142857143,18.0,12.0,0.7714285714285714,194.85714285714286,30.67142857142857,72.57142857142857,1009.5714285714286,2024-03-24 20:00:00
3,24,21,59.0,27.02857142857143,19.0,9.0,0.7428571428571429,142.42857142857142,30.17142857142857,76.0,1010.5714285714286,2024-03-24 21:00:00
3,24,22,59.0,23.785714285714285,17.0,8.5,0.8571428571428571,157.71428571428572,29.785714285714285,78.0,1010.8571428571429,2024-03-24 22:00:00
3,24,23,59.0,22.785714285714285,15.5,10.0,0.7857142857142857,163.57142857142858,29.47142857142857,80.71428571428571,1011.5714285714286,2024-03-24 23:00:00
3,25,0,59.0,23.52857142857143,14.0,11.5,0.8142857142857143,154.42857142857142,29.285714285714285,82.14285714285714,1011.4285714285714,2024-03-25 00:00:00
3,25,1,59.0,21.185714285714287,14.5,10.0,0.6714285714285715,138.57142857142858,29.014285714285712,83.0,1010.8571428571429,2024-03-25 01:00:00
3,25,2,59.0,25.357142857142858,17.5,8.5,0.5714285714285714,144.42857142857142,28.814285714285713,84.0,1010.2857142857143,2024-03-25 02:00:00
3,25,3,59.0,22.357142857142858,16.5,8.5,0.6571428571428571,160.57142857142858,28.771428571428572,84.14285714285714,1009.8571428571429,2024-03-25 03:00:00
3,25,4,59.0,20.514285714285712,20.5,7.5,0.6285714285714287,155.71428571428572,28.657142857142855,84.14285714285714,1009.7142857142857,2024-03-25 04:00:00
3,25,5,59.0,27.857142857142858,17.0,9.0,0.6571428571428571,204.42857142857142,28.585714285714285,84.28571428571429,1009.7142857142857,2024-03-25 05:00:00
3,25,6,59.0,24.82857142857143,19.0,8.0,0.5285714285714286,162.28571428571428,28.557142857142857,84.28571428571429,1010.1428571428571,2024-03-25 06:00:00
3,25,7,59.0,27.485714285714288,19.0,7.5,0.5142857142857143,148.57142857142858,28.642857142857142,84.42857142857143,1010.7142857142857,2024-03-25 07:00:00
3,25,8,59.0,28.114285714285717,17.0,10.0,0.7285714285714285,166.57142857142858,29.442857142857143,81.71428571428571,1011.7142857142857,2024-03-25 08:00:00
3,25,9,59.0,27.916666666666668,17.0,15.0,0.8833333333333333,182.66666666666666,30.866666666666664,75.0,1012.6666666666666,2024-03-25 09:00:00
3,25,10,59.0,27.966666666666665,16.0,23.0,0.9,223.83333333333334,32.166666666666664,67.66666666666667,1013.0,2024-03-25 10:00:00
3,25,11,59.0,32.0,16.0,25.0,0.9714285714285714,213.71428571428572,33.028571428571425,64.0,1012.7142857142857,2024-03-25 11:00:00
3,25,12,59.0,31.571428571428573,14.5,31.0,0.9857142857142858,211.14285714285714,33.714285714285715,61.42857142857143,1012.1428571428571,2024-03-25 12:00:00
3,25,13,59.0,30.085714285714285,14.5,32.0,1.0285714285714287,214.57142857142858,34.114285714285714,60.142857142857146,1011.1428571428571,2024-03-25 13:00:00
3,25,14,59.0,30.071428571428573,16.5,30.5,1.0285714285714287,236.14285714285714,34.51428571428572,58.0,1010.1428571428571,2024-03-25 14:00:00
3,25,15,59.0,29.183333333333334,16.5,30.5,1.0857142857142856,236.42857142857142,34.957142857142856,55.714285714285715,1009.0,2024-03-25 15:00:00
3,25,16,59.0,28.400000000000002,18.5,27.0,1.0142857142857142,236.0,34.91428571428572,55.42857142857143,1008.1428571428571,2024-03-25 16:00:00
3,25,17,59.0,27.28333333333333,17.0,26.5,1.1,204.71428571428572,34.18571428571429,57.0,1007.8571428571429,2024-03-25 17:00:00
3,25,18,59.0,26.2,15.5,23.0,1.0142857142857145,157.85714285714286,33.028571428571425,60.57142857142857,1008.4285714285714,2024-03-25 18:00:00
3,25,19,59.0,26.414285714285715,17.5,16.5,1.042857142857143,151.42857142857142,31.62857142857143,68.14285714285714,1008.7142857142857,2024-03-25 19:00:00
3,25,20,59.0,25.985714285714288,20.0,12.0,0.8,143.85714285714286,30.88571428571429,72.71428571428571,1009.5714285714286,2024-03-25 20:00:00
3,25,21,59.0,28.6,18.0,12.5,0.8285714285714285,156.0,30.485714285714288,75.28571428571429,1010.0,2024-03-25 21:00:00
3,25,22,59.0,26.599999999999998,16.0,13.0,0.8857142857142858,154.71428571428572,30.157142857142855,78.0,1010.8571428571429,2024-03-25 22:00:00
3,25,23,59.0,28.5,15.5,13.0,0.8857142857142858,146.85714285714286,29.900000000000002,80.57142857142857,1011.0,2024-03-25 23:00:00
3,26,0,59.0,21.585714285714285,11.5,17.0,0.9714285714285715,157.57142857142858,29.714285714285715,81.85714285714286,1011.1428571428571,2024-03-26 00:00:00
3,26,1,59.0,20.842857142857145,14.0,16.0,0.9142857142857144,157.57142857142858,29.45714285714286,82.28571428571429,1011.0,2024-03-26 01:00:00
3,26,2,59.0,19.957142857142856,16.5,15.0,0.8,154.57142857142858,29.32857142857143,82.42857142857143,1010.5714285714286,2024-03-26 02:00:00
3,26,3,59.0,22.214285714285715,14.0,15.0,0.7999999999999999,164.57142857142858,29.25714285714286,82.71428571428571,1010.0,2024-03-26 03:00:00
3,26,4,59.0,21.057142857142857,15.0,15.5,0.8714285714285716,164.57142857142858,29.114285714285717,81.85714285714286,1010.2857142857143,2024-03-26 04:00:00
3,26,5,59.0,21.74285714285714,13.5,15.5,0.6857142857142857,159.71428571428572,29.085714285714285,82.14285714285714,1010.5714285714286,2024-03-26 05:00:00
3,26,6,59.0,24.042857142857144,14.0,15.0,0.6142857142857142,199.85714285714286,29.114285714285717,82.57142857142857,1010.8571428571429,2024-03-26 06:00:00
3,26,7,59.0,25.47142857142857,18.5,14.0,0.6142857142857142,159.57142857142858,29.2,82.14285714285714,1011.5714285714286,2024-03-26 07:00:00
3,26,8,59.0,26.157142857142855,13.5,16.5,0.7571428571428571,166.42857142857142,29.8,79.28571428571429,1012.5714285714286,2024-03-26 08:00:00
3,26,9,59.0,25.47142857142857,12.5,20.0,0.8714285714285713,208.42857142857142,30.82857142857143,74.42857142857143,1013.5714285714286,2024-03-26 09:00:00
3,26,10,59.0,27.75714285714286,13.5,22.0,0.9428571428571428,207.85714285714286,31.928571428571427,69.42857142857143,1013.8571428571429,2024-03-26 10:00:00
3,26,11,59.0,25.985714285714288,14.0,25.0,1.1142857142857143,220.0,32.72857142857143,64.71428571428571,1013.8571428571429,2024-03-26 11:00:00
3,26,12,59.0,25.900000000000002,14.0,24.5,1.042857142857143,153.42857142857142,33.3,61.57142857142857,1013.4285714285714,2024-03-26 12:00:00
3,26,13,59.0,23.928571428571427,12.5,29.5,1.1,249.85714285714286,33.74285714285715,60.285714285714285,1012.4285714285714,2024-03-26 13:00:00
3,26,14,59.0,23.771428571428572,15.5,28.5,1.157142857142857,235.0,33.98571428571429,60.0,1011.4285714285714,2024-03-26 14:00:00
3,26,15,59.0,24.5,16.0,31.0,1.1714285714285713,208.42857142857142,34.01428571428572,60.0,1010.2857142857143,2024-03-26 15:00:00
3,26,16,59.0,28.7,21.0,31.0,1.2,218.5,33.96666666666667,60.333333333333336,1010.0,2024-03-26 16:00:00
3,26,17,59.0,25.96,20.0,23.0,1.1666666666666667,264.3333333333333,33.21666666666667,63.5,1009.3333333333334,2024-03-26 17:00:00
3,26,18,59.0,25.599999999999998,18.0,19.0,1.0166666666666666,206.83333333333334,31.900000000000002,68.83333333333333,1010.3333333333334,2024-03-26 18:00:00
3,26,19,59.0,20.433333333333334,13.0,20.0,0.9500000000000001,210.5,30.8,73.33333333333333,1011.0,2024-03-26 19:00:00
3,26,20,59.0,21.916666666666668,17.0,16.0,0.7999999999999999,162.16666666666666,30.400000000000002,74.83333333333333,1012.0,2024-03-26 20:00:00
3,26,21,59.0,21.416666666666668,22.0,12.0,0.8833333333333333,170.16666666666666,30.150000000000002,76.33333333333333,1012.3333333333334,2024-03-26 21:00:00
3,26,22,59.0,22.0,19.0,11.0,1.0,169.0,29.866666666666664,77.83333333333333,1012.5,2024-03-26 22:00:00
3,26,23,59.0,25.849999999999998,19.0,11.0,0.7000000000000001,174.5,29.733333333333334,77.83333333333333,1013.1666666666666,2024-03-26 23:00:00
3,27,0,59.0,16.599999999999998,18.0,11.0,0.5499999999999999,157.66666666666666,29.616666666666664,78.66666666666667,1014.1666666666666,2024-03-27 00:00:00
3,27,1,59.0,16.133333333333333,22.0,10.0,0.5166666666666667,165.16666666666666,29.400000000000002,80.0,1014.0,2024-03-27 01:00:00
3,27,2,59.0,16.55,19.0,9.0,0.3666666666666667,183.83333333333334,29.233333333333334,81.0,1013.6666666666666,2024-03-27 02:00:00
3,27,3,59.0,17.099999999999998,20.0,9.0,0.35000000000000003,240.33333333333334,29.116666666666664,81.5,1013.3333333333334,2024-03-27 03:00:00
3,27,4,59.0,14.35,20.0,9.0,0.2333333333333333,264.8333333333333,28.916666666666668,82.33333333333333,1013.1666666666666,2024-03-27 04:00:00
3,27,5,59.0,17.583333333333332,20.0,10.0,0.19999999999999998,224.66666666666666,28.849999999999998,82.0,1013.1666666666666,2024-03-27 05:00:00
3,27,6,59.0,18.583333333333332,20.0,10.0,0.6,175.16666666666666,28.900000000000002,82.5,1013.6666666666666,2024-03-27 06:00:00
3,27,7,59.0,21.96666666666667,23.0,9.0,0.39999999999999997,159.16666666666666,28.883333333333336,83.33333333333333,1014.3333333333334,2024-03-27 07:00:00
3,27,8,59.0,19.025,26.0,8.0,0.65,121.83333333333333,29.183333333333334,83.0,1015.5,2024-03-27 08:00:00
3,27,9,59.0,26.7,25.0,10.0,0.9666666666666667,170.66666666666666,30.2,78.33333333333333,1016.0,2024-03-27 09:00:00
3,27,10,59.0,26.880000000000003,24.0,14.0,1.2833333333333334,176.16666666666666,31.333333333333332,71.16666666666667,1016.5,2024-03-27 10:00:00
3,27,11,59.0,29.71666666666667,14.5,25.0,1.5571428571428572,171.42857142857142,31.957142857142856,67.85714285714286,1015.7142857142857,2024-03-27 11:00:00
3,27,12,59.0,23.583333333333332,16.0,27.5,1.1285714285714286,149.14285714285714,32.857142857142854,61.285714285714285,1015.1428571428571,2024-03-27 12:00:00
3,27,13,59.0,25.833333333333332,17.5,37.5,1.0857142857142856,154.85714285714286,33.77142857142857,55.57142857142857,1013.7142857142857,2024-03-27 13:00:00
3,27,14,59.0,25.933333333333334,17.0,36.5,1.0142857142857145,242.0,34.457142857142856,51.714285714285715,1012.5714285714286,2024-03-27 14:00:00
3,27,15,59.0,28.7,16.5,40.5,1.0714285714285714,207.0,34.857142857142854,50.285714285714285,1011.4285714285714,2024-03-27 15:00:00
3,27,16,59.0,27.6,19.0,47.0,0.9500000000000001,226.16666666666666,35.0,48.833333333333336,1011.3333333333334,2024-03-27 16:00:00
3,27,17,59.0,28.375,19.0,39.0,0.9833333333333333,224.66666666666666,34.18333333333333,52.666666666666664,1011.0,2024-03-27 17:00:00
3,27,18,59.0,25.860000000000003,21.0,25.0,0.8666666666666667,225.66666666666666,32.68333333333333,59.666666666666664,1011.0,2024-03-27 18:00:00
3,27,19,59.0,24.7,25.0,16.0,0.8666666666666667,171.66666666666666,31.533333333333335,66.33333333333333,1011.3333333333334,2024-03-27 19:00:00
3,27,20,59.0,21.560000000000002,23.0,16.0,0.9500000000000001,176.5,30.883333333333336,71.5,1012.0,2024-03-27 20:00:00
3,27,21,59.0,23.06,25.0,12.0,0.9,159.83333333333334,30.650000000000002,74.0,1013.0,2024-03-27 21:00:00
3,27,22,59.0,23.740000000000002,23.0,11.0,0.8666666666666667,162.16666666666666,30.45,75.83333333333333,1013.3333333333334,2024-03-27 22:00:00
3,27,23,59.0,22.46,20.0,13.0,0.76,143.8,30.26,75.4,1014.0,2024-03-27 23:00:00
3,28,0,59.0,18.8,19.0,13.0,0.7999999999999999,167.5,29.866666666666664,77.66666666666667,1014.0,2024-03-28 00:00:00
3,28,1,59.0,18.66,20.0,12.0,0.6333333333333333,150.66666666666666,29.583333333333332,79.0,1013.1666666666666,2024-03-28 01:00:00
3,28,2,59.0,14.76,21.0,10.0,0.6,263.8333333333333,29.349999999999998,80.83333333333333,1013.0,2024-03-28 02:00:00
3,28,3,59.0,15.319999999999999,22.0,10.0,0.5833333333333334,204.16666666666666,29.183333333333334,82.0,1012.0,2024-03-28 03:00:00
3,28,4,59.0,15.3,23.0,9.0,0.4166666666666667,204.33333333333334,28.983333333333334,83.0,1011.6666666666666,2024-03-28 04:00:00
3,28,5,59.0,17.94,22.0,9.0,0.3666666666666667,172.33333333333334,28.883333333333336,83.5,1011.3333333333334,2024-03-28 05:00:00
3,28,6,59.0,24.1,27.0,8.0,0.3666666666666667,156.66666666666666,28.883333333333336,83.33333333333333,1011.6666666666666,2024-03-28 06:00:00
3,28,7,59.0,24.259999999999998,25.0,9.0,0.43333333333333335,164.33333333333334,28.983333333333334,83.16666666666667,1012.0,2024-03-28 07:00:00
3,28,8,59.0,25.54,21.0,11.0,0.6666666666666666,167.33333333333334,29.933333333333334,79.16666666666667,1012.1666666666666,2024-03-28 08:00:00
3,28,9,59.0,25.02,21.0,14.0,0.8166666666666668,172.16666666666666,31.183333333333334,72.16666666666667,1013.0,2024-03-28 09:00:00
3,28,10,59.0,24.96,20.0,17.0,0.9333333333333335,223.0,31.833333333333332,68.0,1013.5,2024-03-28 10:00:00
3,28,11,59.0,23.919999999999998,19.0,20.0,1.0333333333333334,221.5,32.699999999999996,63.0,1013.1666666666666,2024-03-28 11:00:00
3,28,12,59.0,24.32,19.0,24.0,1.1333333333333333,224.16666666666666,33.78333333333333,56.666666666666664,1012.3333333333334,2024-03-28 12:00:00
3,28,13,59.0,24.125,21.0,26.0,1.0666666666666667,224.16666666666666,34.76666666666667,51.5,1011.3333333333334,2024-03-28 13:00:00
3,28,14,59.0,32.175,20.0,26.0,1.0666666666666667,221.0,35.016666666666666,50.166666666666664,1010.3333333333334,2024-03-28 14:00:00
3,28,15,59.0,26.5,23.0,22.0,0.9666666666666667,218.66666666666666,34.833333333333336,51.166666666666664,1009.3333333333334,2024-03-28 15:00:00
3,28,16,59.0,23.759999999999998,21.0,21.0,0.9333333333333332,203.66666666666666,34.18333333333334,53.5,1008.8333333333334,2024-03-28 16:00:00
3,28,17,59.0,23.075,23.0,20.0,0.8666666666666667,161.16666666666666,33.166666666666664,56.5,1009.0,2024-03-28 17:00:00
3,28,18,59.0,21.580000000000002,20.0,18.0,0.7999999999999999,167.66666666666666,32.46666666666667,59.166666666666664,1009.0,2024-03-28 18:00:00
3,28,19,59.0,23.34,17.0,16.0,0.85,169.66666666666666,31.650000000000002,64.66666666666667,1009.0,2024-03-28 19:00:00
3,28,20,59.0,23.64,18.0,13.0,1.0166666666666666,168.83333333333334,30.916666666666668,71.33333333333333,1010.0,2024-03-28 20:00:00
3,28,21,59.0,25.880000000000003,22.0,11.0,0.9500000000000001,164.83333333333334,30.483333333333334,75.66666666666667,1010.5,2024-03-28 21:00:00
3,28,22,59.0,23.1,18.0,10.0,1.0166666666666666,169.16666666666666,30.150000000000002,79.5,1011.3333333333334,2024-03-28 22:00:00
3,28,23,59.0,21.44,17.0,10.0,0.9500000000000001,168.5,29.96666666666667,80.5,1012.0,2024-03-28 23:00:00
3,29,0,59.0,18.0,17.0,10.0,0.9500000000000001,168.66666666666666,29.849999999999998,80.5,1012.0,2024-03-29 00:00:00
3,29,1,59.0,21.28,18.0,11.0,0.9500000000000001,164.0,29.683333333333334,80.5,1011.3333333333334,2024-03-29 01:00:00
3,29,2,59.0,21.66,18.0,11.0,0.8833333333333333,168.16666666666666,29.516666666666666,81.66666666666667,1011.0,2024-03-29 02:00:00
3,29,3,59.0,23.28,18.0,12.0,0.6666666666666666,161.83333333333334,29.349999999999998,82.66666666666667,1010.3333333333334,2024-03-29 03:00:00
3,29,4,59.0,22.94,21.0,9.0,0.6,161.33333333333334,29.150000000000002,83.66666666666667,1010.0,2024-03-29 04:00:00
3,29,5,59.0,24.1,20.0,9.0,0.48333333333333334,161.83333333333334,29.066666666666666,84.0,1010.0,2024-03-29 05:00:00
3,29,6,59.0,28.060000000000002,21.0,9.0,0.3666666666666667,221.5,28.95,84.33333333333333,1010.3333333333334,2024-03-29 06:00:00
3,29,7,59.0,29.639999999999997,21.0,9.0,0.4166666666666667,212.33333333333334,29.016666666666666,84.33333333333333,1011.0,2024-03-29 07:00:00
3,29,8,59.0,29.82,21.0,10.0,0.6666666666666666,169.33333333333334,30.03333333333333,80.5,1011.8333333333334,2024-03-29 08:00:00
3,29,9,59.0,30.4,18.0,15.0,0.7999999999999999,173.5,31.316666666666666,74.0,1012.3333333333334,2024-03-29 09:00:00
3,29,10,59.0,32.96,18.0,20.0,0.9666666666666667,222.16666666666666,32.766666666666666,66.66666666666667,1013.0,2024-03-29 10:00:00
3,29,11,59.0,35.1,16.0,24.0,1.1333333333333333,223.0,33.75,61.833333333333336,1013.0,2024-03-29 11:00:00
3,29,12,59.0,33.339999999999996,16.0,29.0,1.1333333333333333,230.5,34.266666666666666,59.666666666666664,1012.8333333333334,2024-03-29 12:00:00
3,29,13,59.0,31.45,14.0,32.0,1.1500000000000001,221.33333333333334,34.98333333333333,56.166666666666664,1011.8333333333334,2024-03-29 13:00:00
3,29,14,59.0,32.260000000000005,19.0,24.0,1.25,210.0,35.46666666666667,53.166666666666664,1010.6666666666666,2024-03-29 14:00:00
3,29,15,59.0,31.225,16.0,29.0,1.3,165.33333333333334,35.583333333333336,51.0,1009.8333333333334,2024-03-29 15:00:00
3,29,16,59.0,25.76,19.0,27.0,1.1,160.83333333333334,35.71666666666667,49.333333333333336,1009.0,2024-03-29 16:00:00
3,29,17,59.0,25.875,16.0,23.0,1.2,229.83333333333334,35.21666666666667,50.166666666666664,1008.8333333333334,2024-03-29 17:00:00
3,29,18,59.0,26.2,16.0,19.0,1.0833333333333333,169.33333333333334,33.61666666666667,56.833333333333336,1009.0,2024-03-29 18:00:00
3,29,19,59.0,25.3,17.0,18.0,1.05,169.16666666666666,31.983333333333334,66.66666666666667,1009.3333333333334,2024-03-29 19:00:00
3,29,20,59.0,28.860000000000003,20.0,14.0,0.9166666666666666,171.83333333333334,31.166666666666668,72.16666666666667,1010.0,2024-03-29 20:00:00
3,29,21,59.0,27.5,24.0,12.0,0.8166666666666668,175.16666666666666,30.816666666666666,75.5,1011.0,2024-03-29 21:00:00
3,29,22,59.0,30.659999999999997,22.0,11.0,0.9333333333333332,173.66666666666666,30.633333333333336,77.0,1012.0,2024-03-29 22:00:00
3,29,23,59.0,27.1,18.0,12.0,1.0333333333333334,164.33333333333334,30.400000000000002,78.33333333333333,1013.0,2024-03-29 23:00:00
3,30,0,59.0,25.380000000000003,17.0,13.0,0.8333333333333334,168.66666666666666,30.099999999999998,79.33333333333333,1012.5,2024-03-30 00:00:00
3,30,1,59.0,22.580000000000002,21.0,10.0,0.75,165.5,29.633333333333336,81.5,1012.0,2024-03-30 01:00:00
3,30,2,59.0,20.98,24.0,9.0,0.6166666666666667,163.66666666666666,29.516666666666666,81.83333333333333,1012.0,2024-03-30 02:00:00
3,30,3,59.0,19.54,22.0,9.0,0.4666666666666666,253.5,29.25,83.16666666666667,1011.5,2024-03-30 03:00:00
3,30,4,59.0,20.94,21.0,8.0,0.35000000000000003,152.0,29.066666666666666,84.16666666666667,1011.3333333333334,2024-03-30 04:00:00
